iter	RMSE
300	39411.93189
301	39396.68652
302	39393.8565
303	39368.29769
304	39365.54023
305	39345.71116
306	39326.78193
307	39320.17746
308	39297.31338
309	39289.15129
310	39259.3114
311	39228.88332
312	39215.55988
313	39206.29395
314	39195.49257
315	39171.66925
316	39162.89454
317	39160.42992
318	39143.30901
319	39139.60182
320	39113.40189
321	39112.01661
322	39080.58805
323	39077.82842
324	39070.06425
325	39052.0914
326	39047.77688
327	39013.24548
328	38984.43773
329	38947.98404
330	38939.08055
331	38924.51526
332	38910.25213
333	38893.80697
334	38879.54987
335	38875.57562
336	38839.83098
337	38835.15855
338	38812.32774
339	38798.79834
340	38763.80689
341	38717.45241
342	38714.25424
343	38702.68274
344	38687.40875
345	38673.75978
346	38669.38866
347	38644.94284
348	38628.07729
349	38600.45844
350	38560.54577
351	38550.47809
352	38522.61083
353	38519.09158
354	38512.22853
355	38507.97294
356	38482.6649
357	38456.36499
358	38409.52929
359	38406.10269
360	38403.80345
361	38359.26218
362	38356.08785
363	38325.4343
364	38313.73609
365	38310.76518
366	38298.61617
367	38294.11693
368	38248.1361
369	38232.36641
370	38229.47683
371	38227.15499
372	38203.54308
373	38190.66829
374	38147.24372
375	38142.36977
376	38104.68337
377	38103.24223
378	38100.92433
379	38070.63491
380	38066.12368
381	38052.89697
382	38041.5797
383	38011.3826
384	37987.47952
385	37966.12281
386	37963.82631
387	37961.66061
388	37956.72638
389	37913.13032
390	37890.18656
391	37887.21063
392	37885.98709
393	37874.42856
394	37833.88666
395	37828.21965
396	37823.94965
397	37821.99118
398	37820.81516
399	37809.56929
400	37797.0098
401	37775.88889
402	37774.68872
403	37758.52572
404	37739.32696
405	37726.96542
406	37723.20549
407	37651.66424
408	37631.62268
409	37619.36798
410	37588.35808
411	37546.10383
412	37518.96685
413	37504.88779
414	37486.68475
415	37473.08031
416	37467.61665
417	37418.17428
418	37409.0456
419	37407.4663
420	37372.02595
421	37365.11112
422	37363.03106
423	37314.99567
424	37286.96314
425	37245.63294
426	37209.03359
427	37205.04322
428	37201.59648
429	37173.92867
430	37170.86483
431	37167.15378
432	37141.12701
433	37104.1681
434	37099.35347
435	37083.77595
436	37060.21082
437	37054.34396
438	37018.55141
439	36994.81368
440	36961.4593
441	36938.10353
442	36909.50138
443	36908.68107
444	36907.81816
445	36904.96762
446	36894.75195
447	36852.5238
448	36840.02031
449	36816.25734
450	36815.91758
451	36792.75572
452	36789.83206
453	36753.15322
454	36721.4256
455	36706.62095
456	36705.22524
457	36683.52546
458	36674.3007
459	36652.11717
460	36649.0798
461	36643.5581
462	36616.32915
463	36587.29893
464	36585.91482
465	36577.26979
466	36550.22057
467	36501.6061
468	36493.41883
469	36479.92222
470	36447.2667
471	36434.42927
472	36416.41906
473	36358.81486
474	36355.52706
475	36298.91556
476	36297.9569
477	36289.10884
478	36263.88875
479	36244.9974
480	36242.85543
481	36214.7096
482	36210.21604
483	36183.36105
484	36129.57845
485	36109.03595
486	36077.2715
487	36057.53365
488	36026.64246
489	36001.25288
490	35997.49996
491	35984.71548
492	35976.15246
493	35945.65102
494	35938.90199
495	35916.43667
496	35912.88072
497	35888.97618
498	35866.73593
499	35863.03957
500	35855.68917
501	35842.84624
502	35813.55006
503	35812.5793
504	35799.92478
505	35781.74276
506	35771.20888
507	35745.99846
508	35718.91198
509	35711.62692
510	35709.44325
511	35708.64808
512	35684.64701
513	35658.84722
514	35628.98352
515	35607.15715
516	35590.65753
517	35556.0023
518	35553.40887
519	35530.96323
520	35529.73689
521	35510.01781
522	35495.04962
523	35467.40148
524	35464.8514
525	35463.39468
526	35459.90405
527	35445.13224
528	35414.11435
529	35386.40415
530	35366.3027
531	35334.89354
532	35333.74053
533	35327.27172
534	35320.46973
535	35305.64866
536	35271.04067
537	35267.46299
538	35245.40792
539	35240.80801
540	35207.28933
541	35175.73293
542	35133.13682
543	35109.55042
544	35090.5136
545	35089.20681
546	35081.24331
547	35038.04263
548	35035.82417
549	35035.23662
550	34993.38242
551	34965.53922
552	34959.12843
553	34943.02731
554	34942.45074
555	34936.35723
556	34918.1214
557	34889.85153
558	34870.11826
559	34848.92445
560	34841.8585
561	34841.14071
562	34822.40429
563	34797.24973
564	34776.59867
565	34754.11925
566	34725.29199
567	34716.1088
568	34688.79723
569	34665.70612
570	34659.9
571	34650.12313
572	34639.54453
573	34633.70707
574	34623.40034
575	34611.63909
576	34596.96175
577	34557.98744
578	34540.76073
579	34520.05321
580	34503.49154
581	34500.63191
582	34481.88397
583	34460.9426
584	34425.38168
585	34407.40873
586	34401.8158
587	34383.81179
588	34382.87856
589	34348.79987
590	34347.45909
591	34341.81312
592	34338.74309
593	34321.90577
594	34320.2471
595	34315.62521
596	34311.57131
597	34306.61735
598	34302.39116
599	34301.55622
600	34300.44299
601	34281.08469
602	34279.46564
603	34255.09715
604	34243.63319
605	34242.10743
606	34238.12992
607	34230.71087
608	34221.57432
609	34199.09567
610	34195.19562
611	34181.26894
612	34162.97611
613	34131.79215
614	34113.50228
615	34112.10823
616	34099.83203
617	34088.70414
618	34076.06119
619	34071.97832
620	34036.8976
621	34002.94532
622	33982.93933
623	33980.60054
624	33979.82565
625	33976.00974
626	33973.32428
627	33962.91276
628	33945.06119
629	33941.81832
630	33920.28482
631	33903.38018
632	33901.17614
633	33884.27749
634	33873.57246
635	33849.59705
636	33838.33749
637	33819.8527
638	33813.25444
639	33808.00217
640	33797.63939
641	33781.92626
642	33769.57761
643	33759.95643
644	33759.22843
645	33751.79799
646	33736.79437
647	33722.86819
648	33721.36318
649	33705.6759
650	33694.90294
651	33676.98425
652	33676.40293
653	33675.83645
654	33649.72459
655	33629.27841
656	33613.92833
657	33599.90683
658	33594.6256
659	33585.81171
660	33570.83006
661	33558.88444
662	33542.32405
663	33539.46489
664	33534.5506
665	33520.20067
666	33504.83139
667	33480.65237
668	33472.5651
669	33460.28619
670	33456.12519
671	33454.75204
672	33440.96856
673	33437.0451
674	33424.7037
675	33413.12283
676	33405.61604
677	33397.04911
678	33393.90931
679	33377.8137
680	33376.04546
681	33366.29006
682	33364.68355
683	33340.10022
684	33339.40222
685	33317.18188
686	33314.31498
687	33290.95979
688	33285.5527
689	33274.27653
690	33270.32553
691	33263.28252
692	33247.089
693	33236.4015
694	33214.4618
695	33202.35119
696	33201.483
697	33197.88662
698	33186.29586
699	33180.41951
700	33170.63955
701	33169.82605
702	33150.08154
703	33149.54886
704	33141.5216
705	33137.92769
706	33110.94804
707	33089.75031
708	33089.09577
709	33088.02014
710	33085.28113
711	33070.35654
712	33062.13658
713	33045.78491
714	33038.57996
715	33024.87023
716	33014.55934
717	33003.54396
718	32991.00683
719	32990.45356
720	32988.1155
721	32980.73715
722	32968.33717
723	32959.89359
724	32959.04114
725	32958.64897
726	32948.00091
727	32947.4073
728	32947.11134
729	32943.52623
730	32933.82742
731	32925.88075
732	32924.37607
733	32901.21216
734	32884.1403
735	32874.57196
736	32871.83339
737	32869.32467
738	32868.62859
739	32867.36177
740	32860.46341
741	32856.7659
742	32841.24008
743	32840.77575
744	32836.70951
745	32833.21915
746	32826.8204
747	32820.11615
748	32805.26962
749	32782.69306
750	32778.4223
751	32768.95817
752	32750.2604
753	32739.67585
754	32739.24356
755	32732.65739
756	32727.23215
757	32726.81022
758	32705.34145
759	32697.28906
760	32689.2391
761	32687.0481
762	32685.82164
763	32675.4216
764	32668.14399
765	32666.31473
766	32657.8135
767	32637.48613
768	32625.55433
769	32618.90414
770	32611.7717
771	32589.07233
772	32583.39101
773	32583.07557
774	32576.01143
775	32568.87221
776	32564.57589
777	32554.07501
778	32539.84974
779	32536.19579
780	32534.82071
781	32526.80688
782	32514.78959
783	32506.13883
784	32504.11236
785	32495.22001
786	32494.89115
787	32492.47745
788	32490.1727
789	32485.59097
790	32479.45953
791	32469.50217
792	32461.18194
793	32449.50292
794	32438.69739
795	32432.70574
796	32425.86431
797	32424.05368
798	32423.02129
799	32415.86352
800	32413.8715
801	32407.42234
802	32403.01199
803	32402.59728
804	32401.80539
805	32392.79381
806	32386.79354
807	32383.8007
808	32378.79417
809	32378.53116
810	32367.92278
811	32362.28585
812	32354.56777
813	32346.84133
814	32342.80303
815	32335.62387
816	32331.74365
817	32331.48724
818	32325.36947
819	32323.57682
820	32317.70732
821	32315.35262
822	32313.10513
823	32305.89341
824	32297.7148
825	32296.33316
826	32292.1484
827	32283.74146
828	32281.32233
829	32279.57622
830	32278.41337
831	32276.46304
832	32264.042
833	32263.71912
834	32256.96779
835	32247.65827
836	32244.93199
837	32232.45752
838	32227.14712
839	32219.69936
840	32216.03976
841	32209.80962
842	32209.51088
843	32209.20189
844	32206.65516
845	32203.42714
846	32203.08026
847	32202.27986
848	32201.9963
849	32199.14924
850	32190.49549
851	32185.49059
852	32179.66678
853	32174.74019
854	32172.39913
855	32170.16717
856	32162.35847
857	32161.34037
858	32158.81426
859	32152.57952
860	32148.17555
861	32140.50549
862	32133.28987
863	32131.59041
864	32129.86621
865	32129.40988
866	32126.70522
867	32124.24843
868	32117.83149
869	32116.70263
870	32113.40828
871	32107.43429
872	32101.9992
873	32092.04296
874	32090.39561
875	32087.50025
876	32082.88467
877	32082.69554
878	32081.30962
879	32078.68826
880	32074.60401
881	32074.05624
882	32066.70292
883	32064.7544
884	32062.53571
885	32061.16268
886	32060.86845
887	32055.69155
888	32041.84088
889	32041.55069
890	32039.63789
891	32033.76132
892	32033.51733
893	32031.33888
894	32028.7848
895	32027.71174
896	32017.82455
897	32009.51022
898	32002.56566
899	32002.33707
900	32000.38098
901	31994.87836
902	31987.74814
903	31983.96089
904	31982.79722
905	31981.37623
906	31979.49765
907	31977.10072
908	31959.18456
909	31954.77526
910	31953.34762
911	31953.10036
912	31946.58286
913	31936.80194
914	31935.02636
915	31928.79845
916	31928.61952
917	31928.31954
918	31926.77436
919	31926.46825
920	31918.71927
921	31918.07203
922	31915.72548
923	31914.05943
924	31911.95467
925	31910.41048
926	31908.94048
927	31906.84144
928	31906.57847
929	31904.97621
930	31894.75941
931	31894.53731
932	31894.37147
933	31892.18384
934	31892.02344
935	31891.68832
936	31886.0228
937	31885.79049
938	31885.00494
939	31879.25688
940	31870.05836
941	31868.62918
942	31867.34361
943	31865.04408
944	31863.92631
945	31861.30772
946	31861.16006
947	31859.31008
948	31859.11919
949	31858.8888
950	31853.1075
951	31851.68981
952	31851.44991
953	31839.18963
954	31837.99967
955	31837.75022
956	31837.56496
957	31830.47741
958	31827.89917
959	31822.99888
960	31822.75149
961	31821.45735
962	31816.38919
963	31816.15938
964	31810.1379
965	31809.77076
966	31800.28943
967	31800.07716
968	31798.755
969	31797.06238
970	31784.50344
971	31773.37992
972	31772.80666
973	31765.78548
974	31765.56325
975	31765.39725
976	31758.63662
977	31745.85376
978	31741.26105
979	31741.07854
980	31733.85589
981	31733.65521
982	31732.14416
983	31731.46317
984	31731.26697
985	31730.56775
986	31726.25826
987	31724.93729
988	31723.99419
989	31719.86223
990	31718.34467
991	31718.17135
992	31713.90747
993	31708.96132
994	31705.47164
995	31694.59041
996	31694.39702
997	31685.23365
998	31681.94379
999	31680.78045
